,YearEnd,LocationAbbr,LocationDesc,DataValue,Stratification1
81127,2012,MI,Michigan,10.5,Overall
81131,2017,MN,Minnesota,8.1,"Black, non-Hispanic"
81157,2016,MI,Michigan,12.8,"Black, non-Hispanic"
81171,2019,MN,Minnesota,7.6,"Multiracial, non-Hispanic"
81197,2018,MI,Michigan,11.0,Female
81238,2018,MI,Michigan,9.3,"Multiracial, non-Hispanic"
81264,2016,MI,Michigan,12.9,"Multiracial, non-Hispanic"
81282,2011,MI,Michigan,12.5,Hispanic
81300,2014,MI,Michigan,13.8,"Black, non-Hispanic"
81313,2011,MN,Minnesota,7.3,Overall
81322,2015,MN,Minnesota,10.5,"Black, non-Hispanic"
81338,2015,MI,Michigan,10.1,Hispanic
81350,2018,MN,Minnesota,8.6,"White, non-Hispanic"
81383,2018,MN,Minnesota,9.6,Hispanic
81391,2017,MN,Minnesota,7.8,Overall
81439,2012,MI,Michigan,13.8,"Black, non-Hispanic"
81453,2016,MN,Minnesota,9.2,Male
81463,2013,MN,Minnesota,7.4,Overall
81483,2013,MI,Michigan,10.8,Hispanic
81484,2015,MN,Minnesota,7.6,Overall
81511,2013,MN,Minnesota,8.8,"Black, non-Hispanic"
81529,2018,MI,Michigan,10.0,"Other, non-Hispanic"
81562,2013,MN,Minnesota,7.6,"Other, non-Hispanic"
81592,2015,MN,Minnesota,7.6,Hispanic
81597,2016,MI,Michigan,9.7,Hispanic
81625,2011,MN,Minnesota,9.2,"Other, non-Hispanic"
81656,2012,MI,Michigan,11.5,Male
81678,2014,MI,Michigan,11.1,Male
81699,2017,MN,Minnesota,9.5,"Multiracial, non-Hispanic"
81740,2019,MI,Michigan,10.9,"White, non-Hispanic"
81744,2017,MN,Minnesota,7.8,"White, non-Hispanic"
81771,2013,MN,Minnesota,0.0,Hispanic
81785,2015,MN,Minnesota,7.0,"Other, non-Hispanic"
81789,2015,MN,Minnesota,0.0,"Multiracial, non-Hispanic"
81800,2014,MI,Michigan,10.4,Overall
81810,2016,MI,Michigan,10.4,"Other, non-Hispanic"
81850,2011,MN,Minnesota,0.0,"Multiracial, non-Hispanic"
81884,2017,MI,Michigan,10.6,"White, non-Hispanic"
81885,2012,MI,Michigan,13.9,Hispanic
81928,2017,MN,Minnesota,5.4,"Other, non-Hispanic"
81937,2017,MN,Minnesota,9.2,Hispanic
81961,2019,MI,Michigan,10.7,Female
81980,2014,MN,Minnesota,7.5,Female
81994,2013,MN,Minnesota,0.0,"Multiracial, non-Hispanic"
81999,2018,MN,Minnesota,8.1,Female
82003,2014,MN,Minnesota,8.1,Overall
82022,2015,MI,Michigan,13.3,"Black, non-Hispanic"
82033,2018,MN,Minnesota,6.6,"Multiracial, non-Hispanic"
82063,2016,MI,Michigan,11.0,"White, non-Hispanic"
82089,2017,MI,Michigan,11.0,Female
82092,2011,MN,Minnesota,6.6,Hispanic
82139,2012,MN,Minnesota,7.3,Overall
82156,2019,MN,Minnesota,9.2,Male
82166,2012,MN,Minnesota,6.7,Female
82173,2019,MI,Michigan,11.5,Male
82215,2016,MN,Minnesota,8.4,Overall
82226,2013,MI,Michigan,11.7,"Black, non-Hispanic"
82240,2016,MN,Minnesota,7.7,Female
82253,2013,MI,Michigan,8.2,"Other, non-Hispanic"
82277,2011,MI,Michigan,12.7,"Black, non-Hispanic"
82303,2017,MI,Michigan,11.1,Male
82325,2015,MI,Michigan,6.0,"Other, non-Hispanic"
82342,2014,MI,Michigan,8.9,Hispanic
82377,2011,MN,Minnesota,7.7,"Black, non-Hispanic"
82394,2019,MI,Michigan,6.4,"Other, non-Hispanic"
82396,2016,MN,Minnesota,10.7,"Multiracial, non-Hispanic"
82412,2014,MN,Minnesota,9.4,Hispanic
82434,2013,MI,Michigan,11.0,Male
82449,2016,MI,Michigan,12.1,Male
82453,2011,MI,Michigan,10.2,Male
82493,2019,MI,Michigan,14.6,"Black, non-Hispanic"
82523,2019,MN,Minnesota,10.9,"Black, non-Hispanic"
82524,2017,MI,Michigan,7.4,"Other, non-Hispanic"
82541,2012,MN,Minnesota,11.6,Hispanic
82551,2015,MI,Michigan,11.5,Male
82583,2017,MI,Michigan,14.6,"Black, non-Hispanic"
82608,2011,MI,Michigan,7.9,"Other, non-Hispanic"
82613,2016,MN,Minnesota,8.1,Hispanic
82646,2014,MN,Minnesota,12.4,"Multiracial, non-Hispanic"
82654,2013,MI,Michigan,9.7,Female
82667,2011,MN,Minnesota,6.7,Female
82714,2015,MI,Michigan,10.0,Female
82717,2018,MN,Minnesota,8.9,Overall
82724,2016,MN,Minnesota,8.4,"White, non-Hispanic"
82753,2012,MN,Minnesota,0.0,"Multiracial, non-Hispanic"
82827,2011,MI,Michigan,9.5,"White, non-Hispanic"
82852,2015,MN,Minnesota,7.4,"White, non-Hispanic"
82886,2013,MI,Michigan,10.1,"White, non-Hispanic"
82897,2013,MN,Minnesota,7.0,Female
82909,2015,MN,Minnesota,7.1,Female
82946,2017,MN,Minnesota,6.6,Female
82962,2015,MI,Michigan,10.4,"White, non-Hispanic"
82982,2018,MN,Minnesota,9.8,Male
83041,2018,MI,Michigan,12.3,Male
83045,2018,MI,Michigan,11.0,Hispanic
83064,2013,MN,Minnesota,7.2,"White, non-Hispanic"
83099,2011,MI,Michigan,9.7,Female
83131,2019,MN,Minnesota,8.7,"White, non-Hispanic"
83142,2011,MN,Minnesota,7.2,"White, non-Hispanic"
83168,2012,MI,Michigan,9.7,"Other, non-Hispanic"
83200,2014,MI,Michigan,8.4,"Other, non-Hispanic"
83214,2019,MN,Minnesota,8.1,"Other, non-Hispanic"
83249,2011,MO,Missouri,19.2,"Multiracial, non-Hispanic"
83257,2017,MO,Missouri,10.3,"White, non-Hispanic"
83275,2016,MO,Missouri,0.0,"Multiracial, non-Hispanic"
83287,2012,MO,Missouri,11.3,Male
83341,2019,MO,Missouri,10.1,"White, non-Hispanic"
83343,2011,MO,Missouri,0.0,Hispanic
83373,2018,MO,Missouri,0.0,"Multiracial, non-Hispanic"
83379,2013,MO,Missouri,16.4,"Black, non-Hispanic"
83388,2012,MO,Missouri,0.0,"Other, non-Hispanic"
83419,2015,MO,Missouri,10.8,"White, non-Hispanic"
83437,2013,MO,Missouri,9.9,"White, non-Hispanic"
83446,2011,MO,Missouri,10.8,"Black, non-Hispanic"
83483,2013,MO,Missouri,0.0,Hispanic
83488,2012,MO,Missouri,10.2,"White, non-Hispanic"
83492,2015,MO,Missouri,15.5,"Black, non-Hispanic"
83506,2017,MO,Missouri,0.0,Hispanic
83512,2019,MO,Missouri,0.0,Hispanic
83529,2013,MO,Missouri,0.0,"Other, non-Hispanic"
83540,2015,MO,Missouri,10.0,"Other, non-Hispanic"
83558,2017,MO,Missouri,8.9,"Other, non-Hispanic"
83560,2011,MO,Missouri,10.2,Overall
83601,2015,MO,Missouri,0.0,Hispanic
83606,2012,MO,Missouri,10.1,Female
83616,2017,MO,Missouri,13.3,"Black, non-Hispanic"
83630,2019,MO,Missouri,11.9,"Black, non-Hispanic"
83691,2018,MO,Missouri,11.5,Overall
83721,2015,MO,Missouri,18.4,"Multiracial, non-Hispanic"
83795,2016,MO,Missouri,11.5,Overall
83825,2014,MO,Missouri,18.0,"Black, non-Hispanic"
83840,2014,MO,Missouri,11.1,Overall
83857,2019,MO,Missouri,15.3,"Multiracial, non-Hispanic"
83867,2017,MO,Missouri,0.0,"Multiracial, non-Hispanic"
83936,2016,MO,Missouri,13.8,"Black, non-Hispanic"
83962,2014,MO,Missouri,0.0,Hispanic
83996,2018,MO,Missouri,16.6,Hispanic
84056,2016,MO,Missouri,0.0,Hispanic
84073,2014,MO,Missouri,12.3,"Multiracial, non-Hispanic"
84091,2018,MO,Missouri,14.0,"Black, non-Hispanic"
84154,2013,MO,Missouri,9.6,Overall
84178,2019,MO,Missouri,10.3,Overall
84186,2011,MO,Missouri,11.6,"Other, non-Hispanic"
84190,2017,MO,Missouri,10.4,Overall
84208,2018,MO,Missouri,11.6,"Other, non-Hispanic"
84219,2013,MO,Missouri,10.2,Female
84226,2012,MO,Missouri,13.5,"Multiracial, non-Hispanic"
84235,2015,MO,Missouri,10.7,Female
84248,2017,MO,Missouri,10.3,Female
84276,2015,MO,Missouri,11.5,Overall
84305,2011,MO,Missouri,10.2,"White, non-Hispanic"
84345,2012,MO,Missouri,12.8,Hispanic
84348,2017,MO,Missouri,10.6,Male
84363,2019,MO,Missouri,10.1,Female
84401,2011,MO,Missouri,10.2,Female
84441,2012,MO,Missouri,13.8,"Black, non-Hispanic"
84464,2019,MO,Missouri,10.5,Male
84470,2013,MO,Missouri,17.0,"Multiracial, non-Hispanic"
84523,2013,MO,Missouri,9.0,Male
84539,2015,MO,Missouri,12.3,Male
84540,2012,MO,Missouri,10.7,Overall
84555,2019,MO,Missouri,10.1,"Other, non-Hispanic"
84634,2016,MO,Missouri,11.0,Female
84647,2014,MO,Missouri,10.9,Female
84677,2018,MO,Missouri,9.8,Female
84697,2014,MO,Missouri,10.1,"White, non-Hispanic"
84713,2016,MO,Missouri,11.4,"White, non-Hispanic"
84725,2018,MO,Missouri,10.8,"White, non-Hispanic"
84773,2018,MO,Missouri,13.3,Male
84831,2016,MO,Missouri,0.0,"Other, non-Hispanic"
84842,2014,MO,Missouri,0.0,"Other, non-Hispanic"
84905,2011,MO,Missouri,10.2,Male
84936,2016,MO,Missouri,12.1,Male
84950,2014,MO,Missouri,11.4,Male
84987,2018,MS,Mississippi,0.0,"Other, non-Hispanic"
85035,2016,MS,Mississippi,0.0,"Other, non-Hispanic"
85042,2017,MS,Mississippi,14.7,"Multiracial, non-Hispanic"
85050,2012,MS,Mississippi,14.4,"Black, non-Hispanic"
85053,2019,MS,Mississippi,14.8,Overall
85065,2012,MS,Mississippi,0.0,"Other, non-Hispanic"
85070,2019,MS,Mississippi,0.0,Hispanic
85073,2013,MS,Mississippi,0.0,"Multiracial, non-Hispanic"
85130,2015,MS,Mississippi,0.0,"Multiracial, non-Hispanic"
85133,2011,MS,Mississippi,14.8,"Black, non-Hispanic"
85147,2014,MS,Mississippi,0.0,"Other, non-Hispanic"
85165,2012,MS,Mississippi,11.2,"White, non-Hispanic"
85174,2019,MS,Mississippi,0.0,"Multiracial, non-Hispanic"
85232,2011,MS,Mississippi,10.5,"Other, non-Hispanic"
85248,2015,MS,Mississippi,0.0,Hispanic
85280,2014,MS,Mississippi,12.1,"White, non-Hispanic"
85312,2018,MS,Mississippi,13.5,"White, non-Hispanic"
85375,2016,MS,Mississippi,12.1,"White, non-Hispanic"
85376,2013,MS,Mississippi,0.0,Hispanic
85379,2017,MS,Mississippi,0.0,Hispanic
85413,2012,MS,Mississippi,12.0,Male
85464,2011,MS,Mississippi,13.2,Female
85491,2014,MS,Mississippi,12.6,Male
85511,2018,MS,Mississippi,13.1,Male
85587,2016,MS,Mississippi,13.1,Male
85616,2013,MS,Mississippi,12.1,"White, non-Hispanic"
85637,2018,MS,Mississippi,15.5,Female
85665,2011,MS,Mississippi,11.0,"White, non-Hispanic"
85666,2017,MS,Mississippi,13.0,"White, non-Hispanic"
85711,2016,MS,Mississippi,14.0,Female
85737,2012,MS,Mississippi,13.0,Female
85775,2015,MS,Mississippi,14.3,"White, non-Hispanic"
85780,2011,MS,Mississippi,11.4,Male
85793,2014,MS,Mississippi,13.4,Female
85845,2015,MS,Mississippi,15.0,Male
85849,2017,MS,Mississippi,13.9,Male
85893,2013,MS,Mississippi,11.9,Male
85954,2016,MS,Mississippi,13.6,Overall
85966,2014,MS,Mississippi,13.0,Overall
85982,2012,MS,Mississippi,12.5,Overall
86004,2018,MS,Mississippi,14.3,Overall
86061,2017,MS,Mississippi,15.9,"Black, non-Hispanic"
86085,2019,MS,Mississippi,14.2,Male
86105,2019,MS,Mississippi,17.4,"Black, non-Hispanic"
86133,2019,MS,Mississippi,13.2,"White, non-Hispanic"
86153,2015,MS,Mississippi,14.4,Female
86166,2013,MS,Mississippi,13.7,Female
86228,2019,MS,Mississippi,15.4,Female
86251,2011,MS,Mississippi,0.0,Hispanic
86270,2016,MS,Mississippi,0.0,"Multiracial, non-Hispanic"
86286,2015,MS,Mississippi,16.0,"Black, non-Hispanic"
86293,2013,MS,Mississippi,14.3,"Black, non-Hispanic"
86299,2013,MS,Mississippi,12.9,Overall
86307,2018,MS,Mississippi,0.0,"Multiracial, non-Hispanic"
86360,2011,MS,Mississippi,0.0,"Multiracial, non-Hispanic"
86366,2015,MS,Mississippi,0.0,"Other, non-Hispanic"
86369,2015,MS,Mississippi,14.7,Overall
86374,2017,MS,Mississippi,14.2,Overall
86387,2017,MS,Mississippi,14.4,Female
86399,2019,MS,Mississippi,10.6,"Other, non-Hispanic"
86406,2013,MS,Mississippi,0.0,"Other, non-Hispanic"
86451,2011,MS,Mississippi,12.3,Overall
86470,2016,MS,Mississippi,16.7,"Black, non-Hispanic"
86492,2018,MS,Mississippi,16.1,"Black, non-Hispanic"
86501,2014,MS,Mississippi,0.0,"Multiracial, non-Hispanic"
86533,2012,MS,Mississippi,0.0,"Multiracial, non-Hispanic"
86598,2014,MS,Mississippi,0.0,Hispanic
86599,2017,MS,Mississippi,0.0,"Other, non-Hispanic"
86611,2016,MS,Mississippi,0.0,Hispanic
86628,2014,MS,Mississippi,15.7,"Black, non-Hispanic"
86638,2012,MS,Mississippi,0.0,Hispanic
86643,2018,MS,Mississippi,0.0,Hispanic
86685,2016,MT,Montana,0.0,Hispanic
86689,2012,NC,North Carolina,6.0,Hispanic
86728,2014,NC,North Carolina,9.0,Hispanic
86783,2014,MT,Montana,0.0,Hispanic
86809,2016,MT,Montana,7.7,"White, non-Hispanic"
86830,2012,MT,Montana,0.0,Hispanic
86844,2018,MT,Montana,0.0,Hispanic
86861,2013,MT,Montana,14.6,"Other, non-Hispanic"
86879,2017,NC,North Carolina,0.0,"Multiracial, non-Hispanic"
86910,2017,MT,Montana,15.8,"Other, non-Hispanic"
86911,2012,NC,North Carolina,14.4,"Black, non-Hispanic"
86977,2019,MT,Montana,12.1,"Other, non-Hispanic"
87029,2016,NC,North Carolina,9.6,"Other, non-Hispanic"
87034,2015,MT,Montana,17.7,"Other, non-Hispanic"
87040,2018,NC,North Carolina,7.7,Hispanic
87057,2019,NC,North Carolina,17.2,"Multiracial, non-Hispanic"
87084,2018,MT,Montana,8.8,"White, non-Hispanic"
87089,2012,MT,Montana,0.0,"Black, non-Hispanic"
87174,2011,NC,North Carolina,10.9,Male
87229,2011,MT,Montana,8.0,Overall
87242,2014,NC,North Carolina,10.8,Overall
87246,2014,NC,North Carolina,8.0,"Other, non-Hispanic"
87249,2018,NC,North Carolina,15.9,"Black, non-Hispanic"
87250,2016,NC,North Carolina,10.7,Male
87261,2015,MT,Montana,8.2,Male
87277,2015,MT,Montana,7.6,Female
87356,2014,NC,North Carolina,15.0,"Black, non-Hispanic"
87361,2019,MT,Montana,7.5,Female
87438,2012,NC,North Carolina,10.4,Overall
87441,2012,NC,North Carolina,10.6,"Other, non-Hispanic"
87449,2017,NC,North Carolina,11.4,Overall
87475,2018,MT,Montana,0.0,"Multiracial, non-Hispanic"
87481,2012,MT,Montana,8.8,"Multiracial, non-Hispanic"
87490,2013,NC,North Carolina,11.5,Male
87515,2017,MT,Montana,7.8,Female
87533,2014,MT,Montana,8.1,"White, non-Hispanic"
87543,2017,MT,Montana,7.9,Male
87546,2015,NC,North Carolina,10.7,Overall
87582,2017,NC,North Carolina,11.2,Female
87602,2011,NC,North Carolina,7.2,Hispanic
87630,2019,MT,Montana,7.6,Male
87652,2015,NC,North Carolina,4.1,Hispanic
87657,2019,NC,North Carolina,12.9,Female
87677,2015,MT,Montana,7.2,"White, non-Hispanic"
87686,2015,MT,Montana,0.0,Hispanic
87695,2013,NC,North Carolina,15.4,"Black, non-Hispanic"
87698,2011,MT,Montana,0.0,"Black, non-Hispanic"
87735,2019,NC,North Carolina,11.8,Overall
87741,2014,MT,Montana,17.9,"Other, non-Hispanic"
87752,2018,NC,North Carolina,13.1,Male
87756,2017,MT,Montana,0.0,Hispanic
87780,2013,NC,North Carolina,0.0,"Multiracial, non-Hispanic"
87786,2016,NC,North Carolina,15.0,"Black, non-Hispanic"
87789,2018,MT,Montana,17.1,"Other, non-Hispanic"
87797,2011,NC,North Carolina,13.7,"Black, non-Hispanic"
87826,2019,MT,Montana,0.0,Hispanic
87855,2016,MT,Montana,14.8,"Other, non-Hispanic"
87887,2013,NC,North Carolina,6.0,Hispanic
87888,2013,MT,Montana,0.0,"Black, non-Hispanic"
87925,2013,MT,Montana,8.3,Male
87971,2016,NC,North Carolina,7.1,Hispanic
87998,2013,NC,North Carolina,11.4,Overall
88029,2016,MT,Montana,7.9,Female
88056,2018,NC,North Carolina,0.0,"Other, non-Hispanic"
88058,2019,MT,Montana,7.1,"White, non-Hispanic"
88061,2017,MT,Montana,7.4,"White, non-Hispanic"
88093,2016,MT,Montana,8.3,Male
88111,2012,MT,Montana,7.2,Overall
88128,2014,MT,Montana,8.5,Female
88131,2012,NC,North Carolina,10.9,Male
88234,2015,NC,North Carolina,0.0,"Multiracial, non-Hispanic"
88240,2016,NC,North Carolina,10.7,"White, non-Hispanic"
88251,2016,NC,North Carolina,11.3,Overall
88286,2018,MT,Montana,8.3,Female
88288,2018,NC,North Carolina,12.5,Overall
88313,2015,NC,North Carolina,14.9,"Black, non-Hispanic"
88318,2018,NC,North Carolina,12.2,"White, non-Hispanic"
88331,2011,MT,Montana,0.0,"Multiracial, non-Hispanic"
88335,2014,NC,North Carolina,10.9,Male
88371,2013,MT,Montana,7.1,"White, non-Hispanic"
88379,2011,NC,North Carolina,10.9,Overall
88426,2018,NC,North Carolina,12.0,Female
88446,2018,MT,Montana,10.4,Male
88482,2012,MT,Montana,6.7,Female
88524,2011,NC,North Carolina,10.4,"White, non-Hispanic"
88528,2014,NC,North Carolina,10.7,Female
88577,2019,MT,Montana,7.4,"Multiracial, non-Hispanic"
88632,2014,NC,North Carolina,0.0,"Multiracial, non-Hispanic"
88638,2015,MT,Montana,0.0,"Multiracial, non-Hispanic"
88644,2012,MT,Montana,7.7,Male
88661,2013,MT,Montana,0.0,"Multiracial, non-Hispanic"
88671,2017,NC,North Carolina,11.5,Male
88695,2019,NC,North Carolina,10.7,Male
88725,2012,NC,North Carolina,10.0,Female
88744,2013,NC,North Carolina,11.0,"White, non-Hispanic"
88749,2019,MT,Montana,0.0,"Black, non-Hispanic"
88797,2014,MT,Montana,9.0,Male
88847,2016,MT,Montana,8.1,Overall
88849,2017,NC,North Carolina,9.7,"Other, non-Hispanic"
88865,2012,MT,Montana,13.4,"Other, non-Hispanic"
88895,2019,NC,North Carolina,13.2,"Other, non-Hispanic"
88942,2014,MT,Montana,8.8,Overall
88949,2018,MT,Montana,9.3,Overall
89072,2011,MT,Montana,7.6,"White, non-Hispanic"
89074,2017,MT,Montana,0.0,"Black, non-Hispanic"
89085,2011,NC,North Carolina,0.0,"Multiracial, non-Hispanic"
89090,2016,NC,North Carolina,16.3,"Multiracial, non-Hispanic"
89103,2017,NC,North Carolina,10.0,"White, non-Hispanic"
89115,2015,MT,Montana,0.0,"Black, non-Hispanic"
89138,2019,NC,North Carolina,11.4,"White, non-Hispanic"
89230,2013,MT,Montana,0.0,Hispanic
89259,2015,NC,North Carolina,11.1,Female
89281,2013,MT,Montana,7.0,Female
89284,2013,NC,North Carolina,11.3,Female
89309,2011,MT,Montana,0.0,Hispanic
89315,2011,MT,Montana,8.0,Female
89406,2015,NC,North Carolina,10.4,"White, non-Hispanic"
89463,2018,NC,North Carolina,0.0,"Multiracial, non-Hispanic"
89477,2016,MT,Montana,0.0,"Multiracial, non-Hispanic"
89503,2019,NC,North Carolina,7.8,Hispanic
89507,2014,NC,North Carolina,9.9,"White, non-Hispanic"
89513,2012,NC,North Carolina,9.7,"White, non-Hispanic"
89520,2011,MT,Montana,8.0,Male
89569,2014,MT,Montana,10.4,"Multiracial, non-Hispanic"
89602,2015,NC,North Carolina,8.1,"Other, non-Hispanic"
89611,2017,NC,North Carolina,9.2,Hispanic
89615,2011,NC,North Carolina,10.8,Female
89672,2018,MT,Montana,0.0,"Black, non-Hispanic"
89687,2019,MT,Montana,7.6,Overall
89691,2019,NC,North Carolina,14.2,"Black, non-Hispanic"
89693,2011,MT,Montana,15.6,"Other, non-Hispanic"
89700,2015,MT,Montana,7.9,Overall
89721,2013,MT,Montana,7.7,Overall
89813,2013,NC,North Carolina,8.2,"Other, non-Hispanic"
89814,2017,NC,North Carolina,17.3,"Black, non-Hispanic"
89815,2015,NC,North Carolina,10.2,Male
89870,2017,MT,Montana,7.9,Overall
89919,2012,MT,Montana,6.8,"White, non-Hispanic"
89931,2016,MT,Montana,0.0,"Black, non-Hispanic"
89937,2012,NC,North Carolina,0.0,"Multiracial, non-Hispanic"
89940,2014,MT,Montana,0.0,"Black, non-Hispanic"
89956,2011,NC,North Carolina,9.9,"Other, non-Hispanic"
90005,2017,MT,Montana,0.0,"Multiracial, non-Hispanic"
90043,2016,NC,North Carolina,11.7,Female
90198,2019,ND,North Dakota,8.9,Overall
90199,2013,ND,North Dakota,10.0,Male
90281,2011,ND,North Dakota,7.8,Female
90283,2017,ND,North Dakota,8.9,Overall
90293,2013,ND,North Dakota,7.8,Female
90335,2016,ND,North Dakota,8.5,"White, non-Hispanic"
90366,2018,ND,North Dakota,9.3,"White, non-Hispanic"
90388,2017,ND,North Dakota,0.0,"Multiracial, non-Hispanic"
90413,2012,ND,North Dakota,8.3,"White, non-Hispanic"
90441,2017,ND,North Dakota,8.7,Female
90494,2019,ND,North Dakota,8.4,Female
90504,2011,ND,North Dakota,14.6,"Other, non-Hispanic"
90516,2013,ND,North Dakota,12.9,"Other, non-Hispanic"
90559,2015,ND,North Dakota,8.5,Male
90565,2017,ND,North Dakota,9.2,Male
90570,2018,ND,North Dakota,0.0,"Black, non-Hispanic"
90602,2016,ND,North Dakota,0.0,"Black, non-Hispanic"
90604,2019,ND,North Dakota,9.4,Male
90618,2015,ND,North Dakota,0.0,Hispanic
90651,2018,ND,North Dakota,9.4,Overall
90669,2011,ND,North Dakota,7.9,"White, non-Hispanic"
90684,2014,ND,North Dakota,7.8,Female
90704,2012,ND,North Dakota,0.0,"Multiracial, non-Hispanic"
90734,2016,ND,North Dakota,8.6,Overall
90755,2014,ND,North Dakota,0.0,"Multiracial, non-Hispanic"
90759,2012,ND,North Dakota,8.2,Female
90793,2018,ND,North Dakota,0.0,"Multiracial, non-Hispanic"
90802,2013,ND,North Dakota,8.5,"White, non-Hispanic"
90829,2012,ND,North Dakota,8.6,Overall
90843,2016,ND,North Dakota,0.0,"Multiracial, non-Hispanic"
90867,2011,ND,North Dakota,8.7,Male
90877,2014,ND,North Dakota,8.6,Overall
90908,2018,ND,North Dakota,0.0,Hispanic
90909,2015,ND,North Dakota,19.3,"Other, non-Hispanic"
90946,2016,ND,North Dakota,0.0,Hispanic
90959,2015,ND,North Dakota,0.0,"Black, non-Hispanic"
90993,2016,ND,North Dakota,9.5,Male
91007,2019,ND,North Dakota,0.0,"Black, non-Hispanic"
91020,2011,ND,North Dakota,0.0,"Multiracial, non-Hispanic"
91034,2013,ND,North Dakota,0.0,Hispanic
91063,2017,ND,North Dakota,0.0,"Black, non-Hispanic"
91068,2018,ND,North Dakota,9.8,Male
91131,2011,ND,North Dakota,0.0,Hispanic
91136,2017,ND,North Dakota,13.1,"Other, non-Hispanic"
91144,2013,ND,North Dakota,0.0,"Multiracial, non-Hispanic"
91153,2019,ND,North Dakota,17.9,"Other, non-Hispanic"
91227,2011,ND,North Dakota,0.0,"Black, non-Hispanic"
91245,2013,ND,North Dakota,8.9,Overall
91334,2019,ND,North Dakota,0.0,Hispanic
91337,2011,ND,North Dakota,8.2,Overall
91349,2013,ND,North Dakota,0.0,"Black, non-Hispanic"
91388,2017,ND,North Dakota,0.0,Hispanic
91454,2014,ND,North Dakota,9.4,Male
91471,2012,ND,North Dakota,0.0,Hispanic
91508,2014,ND,North Dakota,0.0,Hispanic
91517,2012,ND,North Dakota,9.0,Male
91536,2016,ND,North Dakota,12.1,"Other, non-Hispanic"
91550,2015,ND,North Dakota,8.9,Female
91579,2018,ND,North Dakota,18.0,"Other, non-Hispanic"
91592,2015,ND,North Dakota,0.0,"Multiracial, non-Hispanic"
91610,2019,ND,North Dakota,0.0,"Multiracial, non-Hispanic"
91627,2015,ND,North Dakota,8.3,"White, non-Hispanic"
91639,2014,ND,North Dakota,8.6,"White, non-Hispanic"
91685,2015,ND,North Dakota,8.7,Overall
91691,2017,ND,North Dakota,9.0,"White, non-Hispanic"
91723,2016,ND,North Dakota,7.8,Female
91755,2014,ND,North Dakota,11.7,"Other, non-Hispanic"
91759,2012,ND,North Dakota,0.0,"Black, non-Hispanic"
91789,2018,ND,North Dakota,9.0,Female
91798,2014,ND,North Dakota,0.0,"Black, non-Hispanic"
91804,2019,ND,North Dakota,8.6,"White, non-Hispanic"
91827,2012,ND,North Dakota,14.1,"Other, non-Hispanic"
91855,2012,NE,Nebraska,6.9,"Other, non-Hispanic"
91863,2012,NE,Nebraska,10.6,"Black, non-Hispanic"
91887,2014,NE,Nebraska,15.3,"Black, non-Hispanic"
91929,2016,NE,Nebraska,10.4,"Other, non-Hispanic"
91979,2018,NE,Nebraska,9.6,"Other, non-Hispanic"
91987,2014,NE,Nebraska,7.9,"Other, non-Hispanic"
92020,2016,NE,Nebraska,11.2,"Black, non-Hispanic"
92143,2016,NE,Nebraska,6.3,Hispanic
92145,2019,NE,Nebraska,9.4,Female
92164,2012,NE,Nebraska,6.9,Hispanic
92217,2014,NE,Nebraska,7.8,Hispanic
92275,2011,NE,Nebraska,11.2,"Other, non-Hispanic"
92288,2019,NE,Nebraska,10.9,Male
92316,2018,NE,Nebraska,9.1,Hispanic
92318,2013,NE,Nebraska,9.0,"Other, non-Hispanic"
92321,2013,NE,Nebraska,11.9,"Black, non-Hispanic"
92335,2017,NE,Nebraska,15.2,"Other, non-Hispanic"
92385,2015,NE,Nebraska,12.2,"Black, non-Hispanic"
92388,2019,NE,Nebraska,15.3,"Other, non-Hispanic"
92404,2017,NE,Nebraska,14.9,"Black, non-Hispanic"
92429,2015,NE,Nebraska,8.8,"Other, non-Hispanic"
92464,2011,NE,Nebraska,10.8,"Black, non-Hispanic"
92485,2015,NE,Nebraska,7.9,Hispanic
92495,2017,NE,Nebraska,9.3,Hispanic
92566,2015,NE,Nebraska,9.0,Male
92602,2011,NE,Nebraska,8.6,Male
92624,2018,NE,Nebraska,13.1,"Black, non-Hispanic"
92627,2013,NE,Nebraska,10.1,Male
92630,2013,NE,Nebraska,8.4,Hispanic
92679,2014,NE,Nebraska,9.2,Overall
92719,2016,NE,Nebraska,8.8,Overall
92749,2019,NE,Nebraska,15.7,"Black, non-Hispanic"
92777,2011,NE,Nebraska,6.7,Hispanic
92789,2013,NE,Nebraska,9.1,"White, non-Hispanic"
92856,2012,NE,Nebraska,8.1,Overall
92865,2011,NE,Nebraska,8.3,"White, non-Hispanic"
92866,2017,NE,Nebraska,10.4,Male
92884,2017,NE,Nebraska,10.0,"White, non-Hispanic"
92885,2018,NE,Nebraska,9.7,Overall
92892,2014,NE,Nebraska,8.6,Female
92937,2016,NE,Nebraska,8.9,Female
92952,2012,NE,Nebraska,10.8,"Multiracial, non-Hispanic"
92961,2012,NE,Nebraska,7.9,Female
92969,2019,NE,Nebraska,10.0,"White, non-Hispanic"
92994,2018,NE,Nebraska,12.3,"Multiracial, non-Hispanic"
93017,2014,NE,Nebraska,9.7,Male
93021,2014,NE,Nebraska,12.9,"Multiracial, non-Hispanic"
93043,2015,NE,Nebraska,8.6,"White, non-Hispanic"
93044,2016,NE,Nebraska,16.3,"Multiracial, non-Hispanic"
93065,2012,NE,Nebraska,8.3,Male
